鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
臺西鄉,臺西村,283,218074,771,657,372,1015,550.42,71.43
臺西鄉,海北村,219,161546,738,595,354,987,607.71,82.38
臺西鄉,海口村,352,246498,700,580,341,909,535.12,76.41
臺西鄉,海南村,249,165349,664,548,325,884,535.43,80.63
臺西鄉,光華村,157,106937,681,556,339,895,507.58,74.52
臺西鄉,山寮村,136,84428,621,543,315,786,492.82,79.39
臺西鄉,五榔村,72,49587,689,601,399,907,448.31,65.09
臺西鄉,泉州村,103,78695,764,599,424,904,666.96,87.29
臺西鄉,牛厝村,266,178476,671,512,336,802,593.66,88.48
臺西鄉,溪頂村,202,130893,648,490,306,801,645.27,99.58
臺西鄉,永豐村,286,195444,683,592,327,865,504.49,73.82
臺西鄉,富琦村,325,230491,709,593,368,922,497.14,70.10
臺西鄉,和豐村,499,355934,713,588,353,875,689.63,96.68
臺西鄉,蚊港村,348,234295,673,592,348,860,484.15,71.91
臺西鄉,五港村,309,207036,670,561,296,859,523.31,78.10
臺西鄉,其他,2,971,485,485,453,518,92.30,19.02
臺西鄉,合計,3808,2644655,694,574,342,884,563.13,81.08
元長鄉,長南村,775,555436,717,573,345,881,650.06,90.70
元長鄉,長北村,347,218357,629,481,309,761,541.41,86.04
元長鄉,子茂村,233,169515,728,555,336,935,731.37,100.53
元長鄉,後湖村,124,83629,674,477,300,863,649.19,96.26
元長鄉,山內村,171,111880,654,525,301,795,546.21,83.48
元長鄉,合和村,191,120537,631,474,308,822,476.78,75.55
元長鄉,五塊村,178,122738,690,469,308,805,802.28,116.35
元長鄉,潭西村,149,89180,599,514,346,807,426.24,71.21
元長鄉,潭東村,94,56859,605,483,290,673,588.55,97.30
元長鄉,客厝村,170,112241,660,508,332,875,537.32,81.38
元長鄉,卓運村,57,38513,676,558,267,972,591.64,87.56
元長鄉,頂寮村,242,157482,651,520,336,862,471.41,72.44
元長鄉,下寮村,256,173507,678,556,330,900,545.87,80.54
元長鄉,龍岩村,170,117258,690,524,314,867,671.42,97.34
元長鄉,西莊村,136,92794,682,568,375,811,508.19,74.48
元長鄉,鹿北村,209,134701,645,531,323,860,488.39,75.78
元長鄉,鹿南村,148,83965,567,448,272,751,500.12,88.15
元長鄉,瓦?村,256,175303,685,493,278,834,805.34,117.61
元長鄉,內寮村,103,69672,676,595,306,925,508.52,75.18
元長鄉,崙仔村,114,79292,696,544,332,760,656.28,94.36
元長鄉,新吉村,129,89416,693,536,365,798,679.56,98.04
元長鄉,其他,0,0,0,0,0,0,0.00,0.00
元長鄉,合計,4252,2852275,671,525,320,851,608.30,90.68
四湖鄉,四湖村,382,275969,722,558,334,952,628.56,87.01
四湖鄉,湖西村,529,376790,712,572,336,922,568.31,79.79
四湖鄉,新庄村,108,76142,705,554,338,891,566.65,80.37
四湖鄉,蔡厝村,148,100630,680,564,355,929,479.75,70.56
四湖鄉,湖寮村,160,115516,722,643,350,894,505.78,70.05
四湖鄉,鹿場村,159,104023,654,500,318,793,570.55,87.21
四湖鄉,施湖村,205,125432,612,510,312,813,464.93,75.99
四湖鄉,羊調村,169,112939,668,520,295,845,612.35,91.63
