鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
三星鄉,行健村,196,144910,739,515,302,912,862.13,116.61
三星鄉,拱照村,237,170282,718,548,336,875,717.49,99.86
三星鄉,大洲村,424,365003,861,600,368,1064,1404.26,163.12
三星鄉,大義村,282,237335,842,514,298,954,1210.63,143.85
三星鄉,尾塹村,382,279959,733,621,354,950,519.14,70.84
三星鄉,尚武村,193,123209,638,498,322,744,536.98,84.11
三星鄉,天山村,115,74776,650,446,299,785,552.92,85.03
三星鄉,天福村,135,95521,708,513,283,847,872.84,123.36
三星鄉,員山村,48,30595,637,579,321,781,465.63,73.05
三星鄉,其他,1,158,158,158,158,158,0,0
三星鄉,合計,4581,3356030,733,553,326,886,798.51,109
大同鄉,寒溪村,175,103541,592,501,307,782,444.06,75.05
大同鄉,松羅村,105,66747,636,512,358,839,404.52,63.63
大同鄉,土場村,1,244,244,244,244,244,0,0
大同鄉,太平村,9,5926,658,409,300,444,643.41,97.72
大同鄉,四季村,69,49725,721,610,357,980,527.4,73.18
大同鄉,樂水村,39,25822,662,592,375,935,412.76,62.34
大同鄉,南山村,38,27880,734,728,479,935,379.41,51.71
大同鄉,崙埤村,98,69823,712,653,434,886,400.25,56.18
大同鄉,英士村,39,22706,582,413,287,784,495.38,85.09
大同鄉,復興村,43,23552,548,446,276,662,455.81,83.22
大同鄉,茂安村,29,18863,650,567,416,748,450.52,69.26
大同鄉,其他,0,0,0,0,0,0,0,0
大同鄉,合計,645,414830,643,539,339,835,444.09,69.05
南澳鄉,南澳村,314,213277,679,578,368,900,451.95,66.54
南澳鄉,碧候村,191,104246,546,500,297,709,344.61,63.14
南澳鄉,東岳村,108,83315,771,651,361,910,586.68,76.05
南澳鄉,武塔村,97,65126,671,572,367,834,476.51,70.97
南澳鄉,金岳村,66,37867,574,551,312,716,414.31,72.21
南澳鄉,金洋村,91,54767,602,584,361,760,324.13,53.86
南澳鄉,澳花村,167,104435,625,549,341,820,402.79,64.41
南澳鄉,其他,0,0,0,0,0,0,0,0
南澳鄉,合計,1034,663032,641,567,346,822,436.99,68.15
其他,其他,19,21770,1146,822,280,1232,1287.26,112.35
其他,合計,19,21770,1146,822,280,1232,1287.26,112.35
